customer_id,city,building_type,season,meter_type,building_area_sqft,occupants,average_temperature_c,humidity_percent,appliance_count,avg_daily_usage_hours,solar_panel,previous_month_kwh,monthly_consumption_kwh
CUST00382,Lalitpur,Residential,Autumn,Smart,1907.0,3.0,19.8,41.2,16.0,15.1,No,88.7,1308.8
CUST01842,Bhaktapur,Commercial,Summer,Smart,3648.0,6.0,7.9,38.5,3.0,2.0,No,1767.7,1405.1
CUST00426,Pokhara,Office,Summer,Smart,2598.0,5.0,17.1,56.4,2.0,10.2,No,510.9,1417.1
CUST01905,Biratnagar,Commercial,Spring,Smart,4614.0,13.0,15.6,86.1,11.0,9.3,No,1299.9,1749.9
CUST01838,Chitwan,Commercial,Winter,Standard,914.0,,10.5,59.3,6.0,7.5,No,1384.0,1463.1
CUST01171,Biratnagar,Commercial,Spring,Smart,1286.0,3.0,31.9,62.6,17.0,2.9,No,1545.7,1423.2
CUST01375,Bhaktapur,Commercial,Spring,Smart,4809.0,5.0,15.0,83.9,19.0,10.6,No,826.5,1904.7
CUST00708,Chitwan,Residential,Winter,Standard,1083.0,11.0,17.1,46.6,8.0,14.7,No,1719.5,1690.3
CUST01600,Chitwan,Residential,Autumn,Standard,4519.0,5.0,34.2,89.4,16.0,9.6,No,1709.3,1902.5
CUST01487,Kathmandu,Residential,Summer,Standard,3482.0,9.0,19.6,41.6,9.0,7.3,No,1620.4,1403.9
CUST00927,Chitwan,Office,Winter,Smart,3209.0,12.0,5.6,68.5,9.0,11.0,Yes,866.1,1530.0
CUST01617,Kathmandu,Commercial,Winter,Smart,4074.0,13.0,15.7,35.3,8.0,16.1,Yes,1091.3,1976.1
CUST00183,Bhaktapur,Commercial,Spring,Smart,2158.0,9.0,5.9,72.8,19.0,2.4,No,1321.3,1149.8
CUST00171,Pokhara,Commercial,Summer,Smart,2313.0,3.0,30.0,73.7,13.0,8.2,No,1742.2,1755.4
CUST00573,Pokhara,Office,Summer,Smart,3121.0,13.0,13.9,60.5,9.0,5.6,No,846.8,1659.4
CUST01252,Bhaktapur,Commercial,Summer,Smart,3758.0,11.0,7.8,89.7,2.0,9.3,No,1737.3,1690.3
CUST01907,Lalitpur,Residential,Summer,Smart,3867.0,7.0,22.9,51.5,13.0,16.3,Yes,813.5,1804.8
CUST00012,Bhaktapur,Commercial,Winter,Smart,5630.0,9.0,32.7,84.6,2.0,16.9,No,1018.7,2054.0
CUST01382,Chitwan,Residential,Spring,Smart,5779.0,1.0,13.0,35.4,2.0,2.5,No,1707.9,1207.4
CUST01731,Chitwan,Commercial,Autumn,Smart,4799.0,7.0,12.6,55.5,2.0,15.2,No,1783.4,1803.1
CUST00273,Lalitpur,Industrial,Spring,Smart,3200.0,6.0,21.6,39.7,2.0,15.9,No,1429.3,2172.6
CUST01573,Lalitpur,Commercial,Autumn,Smart,2002.0,6.0,15.9,87.3,10.0,11.2,No,343.2,1635.5
CUST00705,Biratnagar,Industrial,Summer,Standard,3459.0,,31.7,59.7,16.0,5.1,No,154.8,2046.7
CUST01562,Lalitpur,Residential,Summer,Smart,4650.0,2.0,28.4,70.7,7.0,7.8,Yes,833.3,1304.6
CUST00372,Biratnagar,Residential,Spring,Smart,2822.0,14.0,27.0,41.2,18.0,5.1,No,119.7,1302.5
CUST00223,Kathmandu,Residential,Winter,Smart,2473.0,3.0,9.1,53.5,10.0,3.5,No,1454.0,1208.0
CUST01809,Pokhara,Commercial,Summer,Standard,1582.0,8.0,,35.7,5.0,4.4,No,450.5,986.9
CUST00945,Lalitpur,Commercial,Summer,Standard,4971.0,6.0,23.8,33.1,3.0,11.6,Yes,459.5,1318.0
CUST00793,Chitwan,Residential,Spring,Standard,3602.0,3.0,21.9,66.5,20.0,15.3,No,1794.1,1933.9
CUST00519,Pokhara,Commercial,Winter,Standard,2447.0,1.0,14.0,75.3,18.0,13.3,Yes,475.7,1554.6
CUST00335,Chitwan,Office,Winter,Smart,5952.0,3.0,33.8,49.6,6.0,8.8,No,1593.7,1869.0
CUST01310,Kathmandu,Residential,Autumn,Standard,5093.0,,20.4,32.4,14.0,16.2,No,1126.4,1719.6
CUST01685,Biratnagar,Residential,Summer,Smart,2515.0,8.0,31.0,70.8,10.0,6.5,No,1752.4,1739.3
CUST01424,Biratnagar,Residential,Summer,Smart,1167.0,14.0,17.8,75.8,11.0,5.8,No,1077.0,1521.5
CUST01404,Lalitpur,Office,Autumn,Standard,4712.0,11.0,19.1,32.4,6.0,6.2,No,304.4,1458.0
CUST00016,Pokhara,Residential,Winter,Standard,4122.0,1.0,16.2,36.0,3.0,8.3,No,1493.7,1219.4
CUST01660,Biratnagar,Commercial,Winter,Smart,2273.0,12.0,31.2,68.9,8.0,6.0,No,507.5,1510.4
CUST01993,Chitwan,Office,Spring,Smart,801.0,9.0,21.7,42.5,20.0,4.7,Yes,225.3,1197.2
CUST01563,Pokhara,Office,Spring,Smart,1830.0,13.0,30.2,79.9,17.0,4.0,No,1066.0,1797.3
CUST01711,Chitwan,Industrial,Winter,Smart,3127.0,12.0,15.6,37.3,17.0,7.4,No,410.5,1949.8
CUST00618,Kathmandu,Office,Winter,Standard,2340.0,5.0,8.4,66.2,3.0,12.7,Yes,,1432.4
CUST00922,Kathmandu,Commercial,Winter,Smart,771.0,12.0,21.3,70.0,9.0,7.2,No,1670.4,1535.3
CUST00466,Lalitpur,Commercial,Autumn,Standard,1103.0,1.0,15.1,80.2,16.0,8.2,No,788.5,1388.7
CUST01266,Chitwan,Commercial,Autumn,Standard,3281.0,12.0,23.0,70.2,9.0,4.2,Yes,642.0,1321.0
CUST00200,Chitwan,Residential,Autumn,Smart,4753.0,3.0,28.2,81.7,19.0,5.3,No,526.1,1533.8
CUST01224,Pokhara,Residential,Autumn,Smart,4043.0,2.0,26.5,67.6,2.0,14.3,No,929.0,1578.2
CUST01466,Kathmandu,Commercial,Spring,Standard,4065.0,11.0,19.7,84.7,10.0,12.7,No,361.6,1687.2
CUST01538,Chitwan,Office,Spring,Smart,2824.0,10.0,,74.6,16.0,8.1,No,1077.0,1808.2
CUST01319,Kathmandu,Commercial,Winter,Standard,4978.0,9.0,19.1,83.4,18.0,17.0,No,1680.2,2540.1
CUST01712,Biratnagar,Residential,Summer,Smart,4431.0,5.0,32.2,65.7,20.0,17.5,No,459.6,2182.6
CUST01987,Kathmandu,Residential,Autumn,Standard,3231.0,7.0,6.6,61.0,9.0,12.4,No,627.0,1412.5
CUST01421,Biratnagar,Office,Winter,Smart,2922.0,1.0,29.9,55.1,10.0,14.5,No,1631.7,2035.1
CUST01434,Lalitpur,Commercial,Winter,Smart,1411.0,9.0,31.2,59.5,7.0,16.2,No,490.7,1815.0
CUST01119,Biratnagar,Residential,Summer,Standard,2300.0,6.0,23.1,30.2,4.0,13.2,No,576.8,1388.2
CUST01594,Biratnagar,Residential,Autumn,Standard,2131.0,13.0,12.6,43.6,13.0,13.0,Yes,1331.8,1564.5
CUST00044,Bhaktapur,Residential,Winter,Smart,5614.0,8.0,24.1,58.4,6.0,4.9,No,937.4,1565.7
CUST00275,Pokhara,Residential,Spring,Smart,5190.0,,14.7,84.0,4.0,10.2,No,1063.4,1393.4
CUST01114,Lalitpur,Industrial,Autumn,Smart,1338.0,,19.6,56.9,9.0,6.3,No,115.7,1602.8
CUST00102,Kathmandu,Commercial,Summer,Smart,891.0,,21.7,83.5,13.0,4.5,No,654.6,1412.4
CUST00887,Bhaktapur,Office,Summer,Standard,3903.0,4.0,33.0,36.9,12.0,12.5,No,1598.3,2218.8
CUST01839,Pokhara,Residential,Summer,Smart,,6.0,18.3,45.5,8.0,7.6,No,138.0,1289.7
CUST01589,Biratnagar,Residential,Spring,Standard,3898.0,11.0,33.6,76.9,12.0,15.9,No,195.4,1600.3
CUST00108,Bhaktapur,Residential,Spring,Smart,3809.0,9.0,8.5,53.4,7.0,14.5,No,1514.5,1633.0
CUST01076,Bhaktapur,Residential,Winter,Smart,1473.0,6.0,31.2,35.6,3.0,4.7,No,1413.2,1067.5
CUST00498,Lalitpur,Residential,Summer,Smart,5889.0,4.0,20.6,76.2,14.0,4.8,No,,1649.1
CUST00011,Pokhara,Commercial,Summer,Smart,4772.0,7.0,5.1,46.9,12.0,12.1,Yes,786.5,1620.3
CUST01129,Bhaktapur,Office,Winter,Smart,1686.0,8.0,14.8,39.3,6.0,16.0,No,1239.6,1676.8
CUST01180,Bhaktapur,Office,Winter,Smart,4677.0,10.0,11.7,80.7,,16.6,No,112.0,2065.2
CUST00655,Biratnagar,Residential,Spring,Smart,5338.0,10.0,26.6,38.5,8.0,5.4,No,542.7,1351.0
CUST01448,Bhaktapur,Commercial,Winter,Smart,1404.0,4.0,34.3,66.9,19.0,5.8,No,560.8,1493.3
CUST01316,Chitwan,Office,Winter,Smart,5005.0,1.0,23.8,59.1,9.0,8.0,No,1010.6,1667.7
CUST01673,,Office,Winter,Smart,5773.0,12.0,17.8,64.8,11.0,12.5,No,203.9,2093.6
CUST00965,Chitwan,Commercial,Spring,Smart,5519.0,3.0,21.1,86.2,5.0,6.7,Yes,1130.8,1382.9
CUST00073,Lalitpur,Residential,Spring,Smart,3847.0,9.0,24.3,41.5,13.0,17.1,No,647.1,2010.8
CUST00768,Chitwan,Residential,Spring,Smart,4533.0,1.0,9.7,85.7,5.0,4.9,No,135.5,970.8
CUST01232,Biratnagar,Residential,Autumn,Smart,824.0,13.0,29.8,67.0,4.0,14.1,No,937.5,1422.6
CUST01587,Chitwan,Residential,Spring,Smart,3541.0,15.0,34.8,48.5,20.0,15.4,No,982.8,2083.8
CUST01915,Chitwan,Commercial,Autumn,Smart,3268.0,4.0,27.5,85.5,8.0,14.5,No,942.3,1700.8
CUST00482,Bhaktapur,Industrial,Winter,Standard,1588.0,12.0,6.7,51.8,11.0,6.1,No,1568.4,1856.9
CUST01084,Chitwan,Office,Autumn,Smart,3629.0,15.0,14.9,50.0,2.0,5.3,Yes,1371.8,1329.9
CUST00507,Chitwan,Commercial,Winter,Standard,3211.0,4.0,22.4,85.3,19.0,5.5,No,845.1,1747.5
CUST00756,Biratnagar,Office,Summer,Smart,1167.0,10.0,26.7,85.1,13.0,12.3,No,332.6,1648.3
CUST00786,Biratnagar,Residential,Summer,Standard,,5.0,22.7,31.0,7.0,10.6,No,1306.8,1421.2
CUST00020,Pokhara,Industrial,Winter,Smart,1323.0,9.0,6.0,53.2,9.0,17.3,No,480.1,2025.1
CUST01940,Kathmandu,Office,Spring,Smart,5556.0,12.0,7.0,71.8,15.0,12.9,No,365.2,1898.7
CUST00675,Lalitpur,Residential,Autumn,Standard,2646.0,13.0,28.2,60.4,3.0,6.9,No,864.8,1316.9
CUST01623,Pokhara,Office,Summer,Smart,1298.0,13.0,30.5,42.7,4.0,12.9,No,1719.5,1982.1
CUST00312,Biratnagar,Residential,Spring,Smart,825.0,10.0,13.2,86.4,6.0,6.1,No,1146.8,1034.5
CUST01756,Bhaktapur,Commercial,Summer,Smart,5342.0,10.0,9.0,39.3,19.0,2.8,No,837.0,1716.0
CUST00406,Pokhara,Residential,Summer,Standard,2910.0,15.0,9.4,86.0,17.0,13.4,No,104.0,1721.3
CUST01117,Chitwan,Commercial,Summer,Smart,1757.0,7.0,24.0,46.5,3.0,6.9,No,377.1,1144.3
CUST01161,Chitwan,Industrial,Spring,Standard,4267.0,7.0,5.2,88.5,17.0,8.0,No,889.6,1961.7
CUST00310,Chitwan,Industrial,Autumn,Smart,1114.0,14.0,6.0,86.6,3.0,12.8,No,,1623.5
CUST00227,Lalitpur,Residential,Autumn,Smart,3141.0,1.0,23.4,68.8,10.0,15.6,No,575.1,1620.0
CUST01724,Lalitpur,Residential,Summer,Smart,4588.0,2.0,7.3,42.5,16.0,7.2,No,1149.5,1606.9
CUST01006,Chitwan,Residential,Winter,Smart,2363.0,15.0,32.3,67.7,15.0,12.6,No,695.1,1697.3
CUST01552,Kathmandu,Office,Autumn,Smart,3718.0,1.0,,38.6,7.0,14.1,Yes,154.9,1369.1
CUST01850,Biratnagar,Residential,Autumn,Smart,1538.0,12.0,33.2,69.7,9.0,11.0,No,1708.4,1651.7
CUST00846,Chitwan,Residential,Winter,Smart,3648.0,15.0,15.6,52.5,15.0,13.5,No,408.6,1883.3
CUST00149,Pokhara,Residential,Autumn,Smart,4777.0,9.0,16.0,70.5,20.0,11.8,No,952.6,1979.5
CUST00638,Kathmandu,Office,Summer,Smart,,6.0,20.5,48.5,11.0,2.4,No,554.3,1466.0
CUST00728,Bhaktapur,Office,Spring,Standard,5734.0,9.0,20.3,58.4,18.0,4.4,No,945.3,2134.6
CUST01133,Bhaktapur,Industrial,Spring,Smart,4960.0,15.0,30.7,30.3,13.0,9.4,No,252.3,1971.8
CUST00833,Pokhara,Residential,Summer,Smart,5447.0,4.0,21.6,50.1,15.0,17.0,No,1558.4,2231.9
CUST01199,Bhaktapur,Commercial,Summer,Standard,2217.0,13.0,6.1,77.6,20.0,13.3,No,1261.8,2075.1
CUST00576,Kathmandu,Residential,Winter,Smart,4149.0,15.0,5.0,83.4,4.0,16.9,No,818.2,1772.3
CUST00558,Lalitpur,Residential,Autumn,Smart,3738.0,4.0,32.7,72.2,2.0,4.2,No,1238.7,1227.9
CUST00711,Pokhara,Industrial,Spring,Smart,3901.0,12.0,6.5,47.2,14.0,3.4,No,1714.7,1943.6
CUST01279,Pokhara,Residential,Summer,Smart,4247.0,15.0,19.1,87.7,17.0,12.3,Yes,971.9,1790.8
CUST01376,Pokhara,Residential,Winter,Smart,2608.0,8.0,29.9,50.0,11.0,9.3,No,528.3,1375.4
CUST01179,Bhaktapur,Commercial,Summer,Smart,2923.0,11.0,9.2,51.5,18.0,11.4,Yes,1004.1,1938.3
CUST01507,Bhaktapur,Residential,Autumn,Smart,1574.0,9.0,23.2,80.5,5.0,5.6,No,1350.3,1292.0
CUST01390,Kathmandu,Commercial,Autumn,Standard,5242.0,13.0,6.2,76.6,11.0,10.2,No,1070.3,1902.9
CUST00287,Bhaktapur,Residential,Spring,Smart,1882.0,14.0,21.3,81.3,11.0,14.4,No,1199.4,1780.0
CUST01628,Biratnagar,Residential,Autumn,Standard,3190.0,3.0,12.4,78.3,2.0,16.2,No,1275.9,1431.6
CUST00753,Pokhara,Residential,Summer,Smart,5324.0,5.0,30.8,77.1,4.0,10.3,No,780.4,1417.9
CUST00599,Bhaktapur,Residential,Winter,Smart,2940.0,14.0,5.6,34.9,14.0,10.9,No,1125.9,1584.0
CUST00951,Bhaktapur,Residential,Winter,Standard,4671.0,10.0,,39.7,15.0,7.7,No,537.7,1584.8
CUST01008,Chitwan,Office,Spring,Smart,4984.0,14.0,13.6,89.2,11.0,14.3,No,1463.4,2046.6
CUST01661,Chitwan,Office,Autumn,Smart,4061.0,3.0,18.0,54.2,20.0,5.2,No,597.2,1692.5
CUST01611,Lalitpur,Office,Summer,Smart,1684.0,12.0,9.0,49.8,5.0,4.5,Yes,868.5,1199.0
CUST01055,Biratnagar,Commercial,Autumn,Smart,1519.0,5.0,11.4,89.9,14.0,3.0,No,,1286.1
CUST01248,Bhaktapur,Residential,Autumn,Smart,4186.0,1.0,12.9,36.7,17.0,12.3,No,1625.7,1736.0
CUST00005,Biratnagar,Residential,Spring,Standard,732.0,,22.0,75.2,4.0,10.4,No,777.4,789.3
CUST00923,Lalitpur,Office,Autumn,Smart,5795.0,13.0,28.1,82.2,9.0,13.0,Yes,1006.5,1715.8
CUST01303,Pokhara,Office,Autumn,Smart,2835.0,8.0,,66.8,17.0,6.4,No,203.4,1634.2
CUST01222,Lalitpur,Residential,Summer,Smart,2285.0,14.0,6.0,34.5,16.0,8.4,No,1007.6,1539.9
CUST00783,Bhaktapur,Commercial,Summer,Standard,2817.0,4.0,25.2,36.0,3.0,15.6,No,1740.6,1852.1
CUST00610,Chitwan,Residential,Spring,Smart,1804.0,7.0,31.5,89.9,9.0,11.3,No,1768.3,1322.9
CUST01059,,Commercial,Summer,Smart,1163.0,9.0,31.1,43.9,16.0,16.3,Yes,199.2,1726.7
CUST00813,Bhaktapur,Residential,Summer,Standard,2385.0,11.0,22.4,43.2,11.0,13.2,No,1018.0,1826.0
CUST01443,Lalitpur,Residential,Spring,Smart,4241.0,11.0,26.7,46.4,8.0,6.4,No,1069.7,1473.8
CUST01121,Kathmandu,Office,Spring,Smart,5293.0,3.0,32.3,36.4,11.0,9.0,Yes,1453.2,1636.5
CUST00494,Pokhara,Office,Summer,Smart,2164.0,1.0,30.1,36.6,7.0,5.8,No,1625.0,1555.6
CUST01339,Bhaktapur,Commercial,Summer,Smart,5621.0,1.0,10.2,77.6,7.0,9.9,No,747.1,1686.0
CUST00278,Lalitpur,Residential,Autumn,Standard,4939.0,,17.1,76.0,14.0,6.2,No,435.7,1403.2
CUST01876,Biratnagar,Industrial,Autumn,Standard,3032.0,4.0,11.7,85.4,13.0,3.4,No,822.9,1646.3
CUST00359,Bhaktapur,Commercial,Summer,Smart,,8.0,22.7,54.1,6.0,12.9,Yes,1758.9,1748.3
CUST01570,Lalitpur,Residential,Autumn,Smart,5580.0,6.0,24.3,83.2,10.0,3.5,No,795.1,1235.5
CUST00237,Biratnagar,Office,Summer,Standard,5539.0,6.0,16.3,89.4,5.0,2.3,No,1609.1,1600.0
CUST00552,Lalitpur,Residential,Autumn,Smart,604.0,3.0,19.0,55.0,,15.9,No,335.5,1403.4
CUST01897,Pokhara,Office,Winter,Standard,1550.0,4.0,26.3,49.5,6.0,9.7,No,830.2,1330.1
CUST00916,Lalitpur,Commercial,Winter,Smart,3914.0,7.0,17.0,81.5,10.0,13.1,Yes,999.6,1553.0
CUST00209,Chitwan,Office,Winter,Standard,2862.0,12.0,27.6,84.7,2.0,9.5,No,1484.7,1723.2
CUST01407,Chitwan,Commercial,Winter,Smart,2662.0,4.0,18.5,37.2,7.0,4.1,No,823.0,1211.3
CUST01584,Lalitpur,Residential,Spring,Smart,1491.0,11.0,16.8,60.5,19.0,5.9,No,494.9,1259.7
CUST00059,Pokhara,Residential,Spring,Smart,844.0,7.0,6.1,65.7,17.0,10.5,No,1095.2,1467.2
CUST00632,Bhaktapur,Office,Autumn,Smart,5647.0,,24.4,62.8,2.0,6.3,No,493.3,1507.3
CUST01608,Biratnagar,Residential,Spring,Smart,3444.0,12.0,22.2,72.3,11.0,9.6,Yes,1597.6,1444.8
CUST01889,Pokhara,Residential,Autumn,Standard,1576.0,6.0,23.2,38.2,17.0,12.8,Yes,1068.8,1334.1
CUST01601,Kathmandu,Residential,Autumn,Standard,4727.0,,32.3,76.7,17.0,15.6,Yes,411.8,1716.6
CUST00364,Kathmandu,Commercial,Summer,Standard,5763.0,,17.1,72.2,13.0,4.0,No,180.8,1742.2
CUST00506,Lalitpur,Residential,Summer,Smart,4288.0,4.0,28.7,51.0,3.0,5.0,No,1387.3,1308.9
CUST01981,Pokhara,Residential,Spring,Smart,5760.0,9.0,13.7,39.0,12.0,10.7,No,671.5,1393.9
CUST01139,Pokhara,Residential,Winter,Smart,3528.0,13.0,15.0,34.8,15.0,3.5,Yes,308.0,1239.1
CUST01627,Biratnagar,Residential,Autumn,Smart,3388.0,6.0,14.7,77.6,15.0,10.5,No,399.4,1495.9
CUST01234,Lalitpur,Office,Winter,Smart,4922.0,8.0,22.7,40.6,13.0,16.8,No,935.5,2228.3
CUST01646,Bhaktapur,Commercial,Winter,Smart,5513.0,10.0,26.4,42.1,13.0,9.7,Yes,1201.4,1882.8
CUST01890,Chitwan,Office,Summer,Smart,1600.0,12.0,21.7,40.4,13.0,7.5,No,1662.4,1734.2
CUST00944,Biratnagar,Office,Spring,Smart,2630.0,8.0,27.2,73.6,3.0,10.2,No,360.3,1265.3
CUST00119,Kathmandu,Office,Winter,Standard,1731.0,2.0,24.5,65.5,15.0,8.1,No,1650.3,1824.6
CUST01822,Lalitpur,Office,Spring,Standard,4808.0,10.0,18.2,61.3,6.0,16.1,No,1125.9,1994.9
CUST00782,Chitwan,Residential,Spring,Smart,5438.0,10.0,16.3,46.2,3.0,17.0,No,796.4,1646.5
CUST00523,Bhaktapur,Industrial,Autumn,Smart,1661.0,2.0,31.3,58.9,5.0,15.3,No,1621.9,2108.8
CUST00514,,Residential,Autumn,Smart,1686.0,9.0,25.9,74.7,18.0,17.8,No,730.2,1791.5
CUST00082,Chitwan,Commercial,Spring,Standard,2632.0,15.0,14.1,50.4,11.0,9.7,No,630.6,1577.1
CUST01891,Kathmandu,Residential,Winter,Standard,,7.0,24.5,33.3,10.0,2.3,No,159.8,858.5
CUST01034,Biratnagar,Commercial,Winter,Smart,2902.0,1.0,26.5,34.0,7.0,16.6,No,671.8,1709.7
CUST00381,Chitwan,Office,Winter,Smart,4972.0,2.0,26.1,55.6,7.0,2.5,No,224.7,1369.6
CUST01044,Pokhara,Office,Autumn,Smart,2931.0,14.0,,76.8,6.0,2.8,No,260.1,1313.9
CUST01714,Biratnagar,Industrial,Winter,Standard,3630.0,11.0,34.3,32.1,8.0,10.0,Yes,494.0,1809.3
CUST00085,Chitwan,Residential,Winter,Standard,2264.0,5.0,32.9,85.7,16.0,8.7,No,1506.0,1605.7
CUST01703,Bhaktapur,Residential,Autumn,Smart,1707.0,12.0,26.2,76.7,3.0,14.3,No,753.1,1399.0
CUST00988,Biratnagar,Commercial,Winter,Smart,1888.0,7.0,24.4,47.3,20.0,15.7,No,1751.6,2132.5
CUST00330,Chitwan,Residential,Autumn,Smart,4345.0,3.0,33.0,42.4,,12.1,Yes,1589.6,1735.1
CUST00007,Bhaktapur,Residential,Autumn,Smart,5502.0,3.0,15.5,52.1,10.0,9.5,No,1404.2,1638.9
CUST00760,Biratnagar,Residential,Spring,Standard,3346.0,8.0,16.7,33.9,10.0,14.8,No,339.5,1487.8
CUST00773,Kathmandu,Office,Winter,Standard,2652.0,5.0,11.0,52.9,9.0,11.7,No,1785.2,1904.4
CUST00933,Kathmandu,Residential,Spring,Smart,2245.0,4.0,22.2,82.3,17.0,17.7,No,227.6,1646.1
CUST01844,Kathmandu,Residential,Spring,Smart,1482.0,10.0,23.8,40.9,12.0,14.0,No,839.2,1402.4
CUST00452,Kathmandu,Office,Autumn,Standard,4572.0,13.0,21.7,86.7,9.0,11.1,No,1749.9,2084.4
CUST00491,Chitwan,Residential,Winter,Smart,1289.0,15.0,,65.9,19.0,15.7,No,,1843.3
CUST01504,Bhaktapur,Office,Autumn,Smart,3522.0,11.0,29.6,79.8,17.0,9.6,No,676.2,2107.2
CUST00288,Bhaktapur,Commercial,Summer,Standard,3074.0,12.0,21.3,31.3,14.0,13.8,No,328.0,1891.8
CUST01854,Bhaktapur,Office,Spring,Standard,1349.0,4.0,13.6,34.3,11.0,2.2,No,545.6,1116.6
CUST00016,Pokhara,Residential,Winter,Standard,4122.0,1.0,16.2,36.0,3.0,8.3,No,1493.7,1219.4
CUST01388,Kathmandu,Office,Autumn,Smart,3105.0,15.0,26.0,70.1,14.0,13.0,No,1769.8,2372.1
CUST00808,Biratnagar,Residential,Winter,Smart,1759.0,,18.7,50.2,20.0,11.7,Yes,618.3,1189.0
CUST01360,Pokhara,Residential,Autumn,Smart,4825.0,12.0,34.0,41.8,20.0,2.4,No,1722.2,1807.3
CUST00963,Kathmandu,Commercial,Summer,Smart,3971.0,3.0,28.7,47.4,18.0,15.1,No,1409.4,2165.2
CUST01727,Bhaktapur,Commercial,Winter,Smart,707.0,3.0,9.2,73.0,18.0,17.1,No,809.2,1763.3
CUST00814,Biratnagar,Residential,Autumn,Standard,5758.0,11.0,33.4,48.6,8.0,4.6,No,458.4,1342.9
CUST01484,Kathmandu,Residential,Autumn,Smart,4811.0,7.0,19.6,39.4,19.0,16.3,No,1541.5,2010.9
CUST00939,Chitwan,Residential,Spring,Smart,1230.0,12.0,11.0,51.8,16.0,2.6,No,126.7,794.4
CUST01104,Biratnagar,Residential,Winter,Standard,4553.0,12.0,26.5,82.7,5.0,11.5,Yes,1019.1,1736.9
CUST01675,Kathmandu,Commercial,Winter,Smart,1476.0,4.0,7.7,73.3,11.0,17.1,Yes,337.3,1521.8
CUST00328,Chitwan,Residential,Spring,Standard,692.0,13.0,32.1,66.5,3.0,10.1,No,1293.6,1217.6
CUST00443,Chitwan,Residential,Autumn,Smart,2322.0,8.0,9.2,33.1,19.0,5.2,Yes,243.7,993.3
CUST01478,Bhaktapur,Office,Spring,Smart,1065.0,9.0,8.8,69.6,5.0,9.5,No,114.7,1267.5
CUST01095,Biratnagar,Residential,Spring,Smart,3627.0,7.0,27.7,87.2,6.0,12.6,Yes,201.9,1233.6
CUST00943,Lalitpur,Residential,Summer,Smart,4154.0,13.0,28.7,36.9,12.0,4.5,No,1079.5,1523.0
CUST01433,Biratnagar,Office,Winter,Smart,5059.0,13.0,34.3,83.5,14.0,7.2,No,1377.2,2150.8
CUST00178,Kathmandu,Office,Autumn,Standard,1816.0,2.0,9.4,64.5,11.0,5.0,No,1741.5,1390.9
CUST01341,Pokhara,Office,Autumn,Smart,2475.0,3.0,14.6,75.8,6.0,16.3,No,1608.3,1831.8
CUST01365,Pokhara,Residential,Summer,Smart,5333.0,6.0,28.7,34.9,2.0,6.1,Yes,1790.7,1480.3
CUST00087,Kathmandu,Commercial,Spring,Smart,3369.0,14.0,22.3,90.0,7.0,7.7,No,400.4,1532.2
CUST01429,Lalitpur,Commercial,Summer,Smart,1845.0,15.0,,54.6,10.0,15.8,Yes,530.8,1670.3
CUST01930,Kathmandu,Commercial,Winter,Smart,5581.0,6.0,29.6,77.5,20.0,9.1,No,199.4,1983.1
CUST00458,Lalitpur,Residential,Spring,Smart,5406.0,2.0,11.3,66.2,8.0,16.2,Yes,818.4,1378.1
CUST01857,Bhaktapur,Residential,Winter,Standard,5081.0,5.0,12.3,33.5,8.0,17.7,No,1553.5,1876.9
CUST00055,Lalitpur,Commercial,Spring,Smart,1504.0,15.0,29.9,59.7,17.0,15.6,No,923.1,2097.3
CUST01525,Kathmandu,Residential,Spring,Smart,1100.0,11.0,34.3,57.1,3.0,9.1,No,1237.5,1295.2
CUST00644,Chitwan,Commercial,Autumn,Smart,2501.0,5.0,7.7,83.0,11.0,13.4,No,1254.3,1885.2
CUST00678,Bhaktapur,Residential,Summer,Smart,2116.0,11.0,10.6,80.0,11.0,7.2,No,978.3,1456.9
CUST00222,Biratnagar,Residential,Spring,Smart,1371.0,11.0,14.9,73.1,5.0,11.8,No,1672.8,1465.4
CUST00114,Biratnagar,Residential,Autumn,Smart,3182.0,12.0,14.9,86.3,6.0,12.8,No,1119.8,1518.6
CUST01974,Pokhara,Industrial,Winter,Standard,4088.0,10.0,22.2,85.1,16.0,6.6,No,424.4,2122.5
CUST01246,Lalitpur,Residential,Spring,Smart,4869.0,15.0,14.6,55.6,15.0,9.5,No,1610.1,1819.9
CUST01895,Chitwan,Office,Winter,Smart,2386.0,8.0,27.5,82.5,10.0,4.8,No,1562.7,1569.5
CUST00175,Bhaktapur,Commercial,Winter,Smart,3238.0,3.0,30.4,45.3,8.0,14.7,No,1545.2,1999.3
CUST01147,Biratnagar,Industrial,Summer,Smart,743.0,7.0,27.8,88.8,13.0,17.0,No,1716.7,2611.0
CUST00590,Kathmandu,Residential,Summer,Standard,3312.0,10.0,9.4,31.5,8.0,11.5,No,1443.1,1654.2
CUST01583,Biratnagar,Office,Autumn,Smart,1098.0,10.0,26.5,30.4,18.0,6.0,No,952.4,1694.5
CUST00019,Lalitpur,Residential,Autumn,Smart,4289.0,5.0,18.3,34.8,5.0,9.5,No,759.9,1219.2
CUST00424,Chitwan,Office,Autumn,Smart,4236.0,10.0,23.3,86.8,10.0,16.7,No,1254.0,1997.5
CUST01362,Lalitpur,Office,Autumn,Standard,1136.0,7.0,5.6,77.1,16.0,3.4,No,1341.9,1231.8
